"","artist","n"
"5010","magnapop",1
"5011","magnetic man",1
"5012","magnetic man ft. angela hunte",2
"5013","magnetic man ft. katy b",1
"5014","magnus",43
"5015","mairee",1
"5016","maisonettes",8
"5017","maisonnettes",7
"5018","maite kelly",2
"5019","maité kelly",2
"5020","maitre gims",7
"5021","maître gims",1
"5022","major lazer",58
"5023","major lazer + 2 belgen",1
"5024","major lazer ft. amber coffman",6
"5025","major lazer ft. amber dawn coffman",3
"5026","major lazer ft. bruno mars & tyga & mystic",1
"5027","major lazer ft. busy signal",23
"5028","major lazer ft. busy signal & the flexic...",2
"5029","major lazer ft. busy signal, the flexican & fs green",14
"5030","major lazer ft. dj maphorisa nasty c ice prince patoranking & jidenna",2
"5031","major lazer ft. dj snake & mø",21
"5032","major lazer ft. ellie goulding & tarrus riley",2
"5033","major lazer ft. justin bieber & mø",26
"5034","major lazer ft. kes",15
"5035","major lazer ft. nyla",5
"5036","major lazer ft. nyla & fuse odg",10
"5037","major lazer ft. partynextdoor & nicki minaj",5
"5038","major lazer ft. sean paul",1
"5039","major lazer ft. showtek",2
"5040","major lazer ft. travis scott camila cabello & quavo",6
"5041","major lazer ft. travis scott, 2 chainz, pusha t, mad cobra",2
"5042","major lazer ft. vybz kartel",2
"5043","malcolm mc laren",2
"5044","malcolm roberts",1
"5045","malo'",1
"5046","mam",4
"5047","mama's jasje",60
"5048","mama cass",3
"5049","mama rosin",1
"5050","mamas gun",27
"5051","manau",12
"5052","manfred jongenelis",1
"5053","manfred mann",8
"5054","manfred mann's earth band",2
"5055","manhattan transfer",6
"5056","manhattans",4
"5057","manic street preachers",5
"5058","manische mannen",4
"5059","manke nelis",3
"5060","mannenkoor karrespoor",5
"5061","mano le tough",1
"5062","mano negra",12
"5063","mano solo",1
"5064","måns zelmerlöw",5
"5065","mansour",1
"5066","manu chao",23
"5067","manu chao and chalart58 ft. sr. wilson",1
"5068","manu dibango",1
"5069","manzanita",1
"5070","mapei",1
"5071","marble sounds",6
"5072","marbles",2
"5073","marc & dave",4
"5074","marc & the margaritas",1
"5075","marc almond",11
"5076","marc almond ft. gene pitney",2
"5077","marc anthony",9
"5078","marc aryan",4
"5079","marc benz",3
"5080","marc cohn",14
"5081","marc dex",13
"5082","marc hamilton",4
"5083","marc lavoine",2
"5084","marc winter band",3
"5085","marcel de groot",6
"5086","marcel vanthilt",4
"5087","marcelo d2 and sambadrive",1
"5088","marcels",1
"5089","marcia blaine",1
"5090","marcia hines",11
"5091","marco borsato",180
"5092","marco borsato & do",4
"5093","marco borsato & jada borsato",1
"5094","marco borsato ft. matt simons",3
"5095","marco borsato ft. sita",4
"5096","marco borsato ft. trijntje oosterhuis",1
"5097","marco borsato met trijntje oosterhuis",1
"5098","marco de hollander",6
"5099","marco tornado",1
"5100","marco v",6
"5101","marco z",9
"5102","marco z & guido belcanto",1
"5103","marco z and the pretty dead sea",40
"5104","marcus mumford",1
"5105","marcy playground",2
"5106","mardi gras",4
"5107","margretha van de laar",68
"5108","margriet",4
"5109","margriet hermans",32
"5110","mari luna",3
"5111","maria bethania/gal costa",1
"5112","maria mckee",8
"5113","maria montell",3
"5114","maria taylor",1
"5115","mariah carey",39
"5116","mariah carey and busta rhymes ft. the flipmode squad",2
"5117","mariah carey and trey lorenz",1
"5118","mariah carey and whitney houston",1
"5119","mariah carey ft. jay-z",4
"5120","marian hill",2
"5121","marianne faithfull",17
"5122","marianne rosenberg",13
"5123","marianne weber",19
"5124","maribelle",2
"5125","marie osmond",1
"5126","marijn devalck",2
"5127","marillion",8
"5128","marilyn manson",1
"5129","marilyn martin",1
"5130","marilyn mccoo & billy davis jr",2
"5131","marina kaye",4
"5132","marino castello",1
"5133","marino falco",1
"5134","mario",1
"5135","mario franco",13
"5136","mario mathy",1
"5137","mario winans ft. p didi destiny's chil...",1
"5138","marisa monte",3
"5139","marisa turner",5
"5140","mariza",2
"5141","marjan berger",30
"5142","marjan berger & andrei lugovski",3
"5143","marjol flore & marco bakker",1
"5144","marjolein",1
"5145","mark eitzel",2
"5146","mark knight",5
"5147","mark knight ft. funkagenda",2
"5148","mark knopfler",2
"5149","mark morrison",24
"5150","mark picchiotti",3
"5151","mark rijs",2
"5152","mark ronson & the business international ft. boy george",2
"5153","mark ronson & the business intl",1
"5154","mark ronson ft. boy george & andrew wyatt",2
"5155","mark ronson ft. bruno mars",46
"5156","mark ronson ft. business intl. & boy george & andrew wyatt",3
"5157","mark ronson ft. keyone starr",1
"5158","mark ronson ft. mystikal",2
"5159","mark van dale ft. enrico",1
"5160","mark with a k",2
"5161","mark with a k & robert falcon",3
"5162","mark wynter",1
"5163","markettes",1
"5164","marky mark and the funky bunch ft. loletta holloway",3
"5165","marlane",16
"5166","marleen",23
"5167","marlon roudette",2
"5168","marlon williams",6
"5169","marlon williams ft. aldous harding",3
"5170","marmalade",1
"5171","marmelade",4
"5172","marnix",2
"5173","maroon 5",78
"5174","maroon 5 & sza",127
"5175","maroon 5 ft. a boogie wit da hoodie",5
"5176","maroon 5 ft. christina aguilera",31
"5177","maroon 5 ft. future",7
"5178","maroon 5 ft. kendrick lamar",12
"5179","maroon 5 ft. sza",125
"5180","maroon 5 ft. sza vs bruno mars",1
"5181","maroon 5 ft. wiz khalifa",12
"5182","maroon 5 ft. zsa",31
"5183","marsha raven",1
"5184","marshall crenshaw",2
"5185","marshall hain",1
"5186","marshall masters",2
"5187","marshmello",9
"5188","marshmello & anne-marie",10
"5189","marshmello & khalid",185
"5190","marshmello & lil peep",2
"5191","marshmello ft. khalid",175
"5192","marshmello ft. khalid + das pop",3
"5193","marshmello ft. khalid + lilly allen",2
"5194","marshmello x anne-marie",3
"5195","marshmello x khalid",1
"5196","mart hoogkamer",8
"5197","martha & the vandellas",1
"5198","martha and the muffins",10
"5199","martha reeves & the vandellas",7
"5200","martha reeves & thevandellas",1
"5201","martha reeves and the vandellas",3
"5202","marti webb",5
"5203","martijn ten velden",1
"5204","martika",9
"5205","martin dams",1
"5206","martin garrix",13
"5207","martin garrix & david gu",23
"5208","martin garrix & david guetta",40
"5209","martin garrix & david guetta ft. jamie scott & romy",53
"5210","martin garrix & david guetta ft. jamie scott & romy dya",111
"5211","martin garrix & matisse & sadko",2
"5212","martin garrix & troye sivan",16
"5213","martin garrix ft. bebe rexha",16
"5214","martin garrix ft. dua lipa",12
"5215","martin garrix ft. matisse & sadko",1
"5216","martin garrix ft. tiësto",2
"5217","martin garrix ft. usher",2
"5218","martin jensen",3
"5219","martin jensen ft. loote",3
"5220","martin solveig",31
"5221","martin solveig & alma",90
"5222","martin solveig & lee fields",3
"5223","martin solveig + booka shade",1
"5224","martin solveig + sx",1
"5225","martin solveig cornershop",1
"5226","martin solveig ft. alma",78
"5227","martin solveig ft. alma + gwen stefani",1
"5228","martin solveig ft. alma + oscar & the wolf",1
"5229","martin solveig ft. alma + stromae",1
"5230","martin solveig ft. alma vs john legend",1
"5231","martin solveig ft. alma vs sevn alias & lil kleine & boef",1
"5232","martin solveig ft. dragonette",38
"5233","martin solveig ft. gta",25
"5234","martin solveig ft. ina wroldsen",2
"5235","martin solveig ft. sam white",2
"5236","martin solveig ft. the cataracs & kyle",2
"5237","martin solveig ft. tkay maidza",13
"5238","martine de jager",12
"5239","martine de kok",1
"5240","martino kluitmans",70
"5241","marty wilde",2
"5242","marva",58
"5243","marva nielsen",1
"5244","marvin gaye",78
"5245","marvin gaye & kim weston",7
"5246","marvin gaye ft. tammi terrell",19
"5247","marvin sykes",2
"5248","mary j. blige",27
"5249","mary jane girls",9
"5250","mary macgregor",1
"5251","mary mary",8
"5252","mary mcgregor",1
"5253","mary porcelijn",1
"5254","mary wells",3
"5255","masai jr",18
"5256","mash",2
"5257","mason",5
"5258","mason ft. princess superstar",2
"5259","mason vs. princess superstar",2
"5260","masquerade",1
"5261","massive attack",38
"5262","massive attack & shara nelson",4
"5263","massive attack & tricky",1
"5264","massive attack ft. tracy thorn",2
"5265","masters at work",2
"5266","mastrovita",3
"5267","matchbox",5
"5268","mathieu & guillaume",12
"5269","mathilde santing",2
"5270","matia bazar",3
"5271","matoma & gia",3
"5272","matoma ft. becky hill",3
"5273","matt bianco",24
"5274","matt monro",3
"5275","matt simons",16
"5276","matt simons & deepend",13
"5277","matt watts ft. stef kamil carlens",1
"5278","mattafix",5
"5279","matthew herbert big band",1
"5280","matthew koma",5
"5281","matthew sweet & susanna hoffs",2
"5282","matthew wilder",8
"5283","matthews southern comfort",3
"5284","matthias lens",59
"5285","matthias reim",9
"5286","mattn & futuristic polar bears",1
"5287","maurane",2
"5288","maureen",15
"5289","mauro picotto",4
"5290","mauro picotto vs. curbi & mest",1
"5291","maverick sabre",1
"5292","mavericks",17
"5293","mavis staples",1
"5294","max & maxime",7
"5295","max graham ft. yes",1
"5296","max harris",1
"5297","max werner",1
"5298","maxi priest",7
"5299","maxine nightingale",2
"5300","maxwell",1
"5301","mayer hawthorne",2
"5302","mayer hawtorne",5
"5303","mayke vanes",11
"5304","maynard ferguson",3
"5305","maywood",13
"5306","maze",4
"5307","mc 900 ft. jesus",1
"5308","mc coys",1
"5309","mc crarys",1
"5310","mc fioti",90
"5311","mc fioti future j balvin stefflon don & juan magan",39
"5312","mc fiotti",1
"5313","mc hammer",23
"5314","mc hammer + duffy",1
"5315","mc miker g ft. dj sven",2
"5316","mc sar and the real mccoy",2
"5317","mc solaar",22
"5318","mcfadden & whitehead",19
"5319","me & my toothbrush",3
"5320","me and my",1
"5321","meat loaf",10
"5322","meat loaf and lorraine crosby",3
"5323","meat loaf ft. ellen foley",2
"5324","mecano",9
"5325","meck ft. leo sayer",9
"5326","meco",2
"5327","medina",2
"5328","meghan trainor",25
"5329","meia duzia de 3 ou 4",2
"5330","meja",15
"5331","mel & kim",11
"5332","mel and kim",21
"5333","mel torme",1
"5334","mel tormé",1
"5335","melanie",8
"5336","melanie c",3
"5337","melanie c ft. lisa 'left eye' lopez",1
"5338","melanie c ft. lisa lefteye lopes",1
"5339","melanie de biasio",10
"5340","melba moore",14
"5341","melee",4
"5342","meli-melo",3
"5343","melissa etheridge",25
"5344","melissa naschenweng",3
"5345","mella dee",1
"5346","melody gardot",2
"5347","members of mayday",1
"5348","men at work",47
"5349","men without hats",21
"5350","mensenkinderen",5
"5351","ment party band",39
"5352","mental as anything",4
"5353","mercury rev",5
"5354","meredith brooks",15
"5355","merk & kremont",29
"5356","merrymen",4
"5357","metal molly",2
"5358","metallica",26
"5359","metejoor",5
"5360","metejoor & daniel lopez",2
"5361","metejoor ft. daniel lopez",11
"5362","metronomy",1
"5363","meuris",37
"5364","mezzoforte",6
"5365","mfsb",1
"5366","mfsb & the three degrees",1
"5367","mfsb ft. the three degrees",2
"5368","mg brothers",4
"5369","mgmt",27
"5370","mhe",1
"5371","miami sound machine",7
"5372","mica paris",4
"5373","micha marah",36
"5374","michael 'patches' stewart",1
"5375","michael andrews ft. gary jules",1
"5376","michael asnot",15
"5377","michael bolton",6
"5378","michael bubble",11
"5379","michael buble",41
"5380","michael bublé",6
"5381","michael calfan",28
"5382","michael forzza",6
"5383","michael franti",1
"5384","michael franti and spearhead",1
"5385","michael gray",22
"5386","michael heaven",102
"5387","michael heck",1
"5388","michael jackson",334
"5389","michael jackson (popzanger)",1
"5390","michael jackson and siedah garrett",1
"5391","michael jackson ft. eddie van halen",3
"5392","michael jackson ft. justin timberlake",13
"5393","michael jackson ft. l.t.b.",6
"5394","michael jackson ft. paul mccartney",3
"5395","michael jackson ft. princess stephanie of manaco",2
"5396","michael jackson ft. slash",1
"5397","michael kiwanuka",29
"5398","michael lanzo",14
"5399","michael macdonald",4
"5400","michael mcdonald",29
"5401","michael morgan",2
"5402","michael nesmith",1
"5403","michael nesmith & the first national band",5
"5404","michael penn",9
"5405","michael sembello",27
"5406","michael zager band",14
"5407","michel cleis",2
"5408","michel delpech",5
"5409","michel delpeche et clarika",1
"5410","michel fugain",10
"5411","michel herr and archie shepp",3
"5412","michel jonasz",5
"5413","michel massot; tuur florizoone; marine horbaczewski; massot-florizoone-horbaczewski",1
"5414","michel polnareff",6
"5415","michel sardou",15
"5416","michel telo",13
"5417","michel wolsink",2
"5418","michèle torr",4
"5419","micheline van hautem",1
"5420","micheline van hautem & zjef vanuytsel",1
"5421","michelle dowdy",1
"5422","michelle shocked",5
"5423","michelle torr",2
"5424","michiel de meyer",30
"5425","mick flavin",2
"5426","mick harren",3
"5427","mick jagger",21
"5428","mickey",2
"5429","mickey ft. maelan",1
"5430","mickey ft. malika",2
"5431","mickie krause",3
"5432","middle of the road",18
"5433","midge ure",4
"5434","midlake",1
"5435","midnight oil",25
"5436","midnight star",7
"5437","mieke",86
"5438","mieke & bandit",4
"5439","mieke en bandit",15
"5440","mieke en luc van meeuwen",43
"5441","mieke telkamp",4
"5442","miel cools",7
"5443","mighty mo rodgers and baba sissoko",2
"5444","mightyfools & bizzey",1
"5445","migos",13
"5446","migos ft. lil uzi vert",8
"5447","migos nicki minaj & cardi b",1
"5448","miguel campbell",1
"5449","miike snow",6
"5450","mika",114
"5451","mika - relax",1
"5452","mika ft. ariana grande",4
"5453","mika ft. pharrell williams",5
"5454","mika versus redone",3
"5455","mike & brenda sutton",1
"5456","mike & colin",21
"5457","mike & the mechanics",24
"5458","mike and the mechanics",4
"5459","mike anthony",5
"5460","mike berry",2
"5461","mike brant",1
"5462","mike davis",1
"5463","mike mago",1
"5464","mike mago ft. dragonette",3
"5465","mike oldfield",7
"5466","mike oldfield & maggie reilly",2
"5467","mike oldfield & roger chapman",1
"5468","mike oldfield and maggie reilly",4
"5469","mike oldfield and roger chapman",2
"5470","mike oldfield ft. maggie reilly",13
"5471","mike perry & hot shade",3
"5472","mike perry ft. shy martin",14
"5473","mike peterson",1
"5474","mike posner",14
"5475","mike posner & seeb",23
"5476","mike scott",1
"5477","mike van dijk",1
"5478","miles davis",1
"5479","miles kane",3
"5480","miley cyrus",36
"5481","milk & sugar vs. vaya con dios",1
"5482","milk inc",6
"5483","milk inc.",22
"5484","milk inc. ft. silvy",1
"5485","milky chance",18
"5486","milli vanilli",7
"5487","millie",2
"5488","millie jackson",19
"5489","millie scott",1
"5490","millie small",4
"5491","millionaire",15
"5492","milo meskens",364
"5493","milow",226
"5494","milow ft. sebastian yatra",6
"5495","mink deville",27
"5496","minnie riperton",5
"5497","miquel brown",2
"5498","mira",17
"5499","miracles",1
"5500","mireille mathieu",4
"5501","miriam makeba",8
"5502","mis-teeq",1
"5503","mis-teeq mura masa ft. bonzai",1
"5504","mischa daniels ft. j-son",2
"5505","mish mash",5
"5506","mish mash ft. lois",1
"5507","miss montreal",3
"5508","missy elliott",7
"5509","missy elliott ft. ciara & fatman scoop",1
"5510","missy misdemeanor elliott",5
"5511","missy misdemeanor elliott ft. eve",5
"5512","missy misdemeanor elliott ft. eve and tweet",1
"5513","mister big",1
"5514","mistral",5
"5515","mix",198
"5516","mix - blackstreet & armin van buuren",1
"5517","mix - kings of tomorrow",2
"5518","mix azari & ii david guetta",1
"5519","mix david guetta mason",1
"5520","mix kanye west rihanna",1
"5521","mix madonna armin van buuren",1
"5522","mix t2 sylver",1
"5523","mixed emotions",3
"5524","mixmasters",2
"5525","mj cole",1
"5526","mk",61
"5527","mk ft. alana",3
"5528","mn8",3
"5529","mø",7
"5530","moby",82
"5531","moby & jennifer price",2
"5532","moby + midnight oil",1
"5533","moby/shayna steel",4
"5534","mocedades",3
"5535","moderat",1
"5536","modern romance",1
"5537","modern talking",18
"5538","modjo",37
"5539","moguai",1
"5540","moguai & zonderling",3
"5541","moguai ft. cheat codes",2
"5542","mohombi",1
"5543","moloko",83
"5544","moloko + deee lite",1
"5545","moloko + nightcrawlers",1
"5546","moments & whatnauts",1
"5547","moments and whatnauts",2
"5548","monie love",7
"5549","monie love and true image",2
"5550","monifah",8
"5551","monique smit",8
"5552","montell jordan",18
"5553","montoja ft. miss chianty",1
"5554","monty python",9
"5555","monyaka",3
"5556","monza",8
"5557","mood mosaic",2
"5558","moody blues",3
"5559","mooi wark",2
"5560","moon (the)",1
"5561","moonbootica",7
"5562","moondog (louis hardin)",1
"5563","moondog jr.",1
"5564","moony",1
"5565","morcheeba",7
"5566","morgan page ft. lissie",2
"5567","morphine",7
"5568","morrissey",33
"5569","mory kante",7
"5570","moses sumney",1
"5571","motels",2
"5572","mother's finest",1
"5573","motorcycle",7
"5574","motorhead",7
"5575","motors",2
"5576","mott the hoople",3
"5577","mount kimbie",3
"5578","mousse t",1
"5579","mousse t and hot 'n' juicy",2
"5580","mousse t vs hot n juicy",5
"5581","mousse t. ft. hot 'n' juicy",3
"5582","moustache & criminal gamblers",3
"5583","mouth & macneal",16
"5584","mouth & mcneal",4
